Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Cluster,Price Range
HYUNDAI,Elantra GT,1.6L Turbo GDI 4-cylinder,2000.0,160.0,200.0,8.3,22000.0,Petrol,5,320.0,2,Low (<50k)
Volkswagen,Up!,Electric,32.3,82.0,160.0,13.0,15000.0,Petrol,4,95.0,2,Low (<50k)
Nissan,NV1500,4.0L V6,3954.0,261.0,160.0,9.5,33000.0,Petrol,12,385.0,2,Low (<50k)
Volkswagen,ID.3,Electric,5877.0,204.0,160.0,7.3,35000.0,Electric,5,310.0,0,Low (<50k)
Volkswagen,ID. Buzz,Electric,77.0,204.0,145.0,10.2,59995.0,Electric,7,310.0,2,Medium (50k-100k)
Volkswagen,Golf GTI,2.0L Turbo I4,1984.0,245.0,250.0,5.9,31965.0,Petrol,5,350.0,0,Low (<50k)
Volkswagen,Golf R,2.0L Turbo I4,1984.0,315.0,250.0,4.6,44640.0,Petrol,5,420.0,0,Low (<50k)
Volkswagen,Polo GTI,2.0L Turbo I4,1984.0,204.0,238.0,6.7,28000.0,Petrol,5,320.0,0,Low (<50k)
Volkswagen,Up! GTI,1.0L Turbo I3,999.0,115.0,196.0,8.8,20000.0,Petrol,4,200.0,2,Low (<50k)
Volkswagen,ID. Buzz Cargo,Electric,77.0,204.0,145.0,10.2,55000.0,Electric,3,310.0,2,Medium (50k-100k)
Volkswagen,Touareg R,Plug-in Hybrid V6,2995.0,462.0,250.0,5.1,70000.0,Hybrid,5,700.0,0,Medium (50k-100k)
Volkswagen,Scirocco R,2.0L Turbo I4,1984.0,280.0,250.0,5.5,40000.0,Petrol,4,350.0,0,Low (<50k)
Volkswagen,ID.4 GTX,Electric AWD,77.0,299.0,180.0,6.2,50000.0,Electric,5,460.0,2,Low (<50k)
Volkswagen,ID.3 Pro,Electric,58.0,204.0,160.0,7.3,35000.0,Electric,5,310.0,2,Low (<50k)
Volkswagen,Corrado,2.9L VR6,2861.0,190.0,235.0,6.4,25000.0,Petrol,4,245.0,0,Low (<50k)
Volkswagen,Santana,1.5L I4 Gas,1498.0,110.0,190.0,12.9,15000.0,Petrol,5,145.0,2,Low (<50k)
Volkswagen,Golf Electric,Electric,35.8,136.0,140.0,10.4,33000.0,Electric,5,290.0,2,Low (<50k)
Volkswagen,Taos,1.5L I4 Turbo,1498.0,158.0,193.0,8.4,24000.0,Petrol,5,250.0,2,Low (<50k)
Volkswagen,ID.2,Electric,50.0,170.0,160.0,8.0,25000.0,Electric,5,220.0,2,Low (<50k)
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395.0,204.0,222.0,7.6,40000.0,Hybrid,5,350.0,2,Low (<50k)
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956.0,421.0,250.0,4.9,70000.0,Petrol,5,770.0,0,Medium (50k-100k)
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395.0,150.0,200.0,7.5,30000.0,Petrol,4,250.0,2,Low (<50k)
Volkswagen,ID.4 Pro S,Electric,77.0,201.0,180.0,7.8,45000.0,Electric,5,310.0,2,Low (<50k)
Volkswagen,Golf Country,1.8L I4 Gas,1781.0,98.0,165.0,12.0,25000.0,Petrol,5,170.0,2,Low (<50k)
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984.0,228.0,250.0,6.5,31000.0,Petrol,5,350.0,0,Low (<50k)
Volkswagen,Golf R32,3.2L VR6,3189.0,240.0,250.0,6.2,40000.0,Petrol,5,320.0,0,Low (<50k)
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781.0,137.0,220.0,7.1,35000.0,Petrol,4,230.0,2,Low (<50k)
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968.0,184.0,230.0,7.5,38000.0,Diesel,5,380.0,2,Low (<50k)
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598.0,272.0,200.0,4.1,45000.0,Petrol,5,400.0,0,Low (<50k)
Volkswagen,ID. Buzz Pro,Electric,77.0,204.0,145.0,10.2,60000.0,Electric,7,310.0,2,Medium (50k-100k)
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,170.0,210.0,8.6,28000.0,Hybrid,5,250.0,2,Low (<50k)
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800.0,68.0,160.0,11.9,150000.0,Hybrid,2,140.0,2,High (100k-200k)
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984.0,300.0,240.0,6.7,30000.0,Petrol,5,320.0,0,Low (<50k)
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,170.0,210.0,8.6,28000.0,Hybrid,5,250.0,2,Low (<50k)
Volkswagen,ID.3 GTX,Electric,77.0,299.0,180.0,6.2,45000.0,Electric,5,310.0,2,Low (<50k)
Volkswagen,Golf TGI,1.5L I4 CNG,1498.0,130.0,220.0,8.8,30000.0,Petrol,5,200.0,2,Low (<50k)
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984.0,220.0,246.0,6.5,35000.0,Petrol,4,350.0,0,Low (<50k)
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199.0,61.0,165.0,14.5,20000.0,Diesel,4,140.0,2,Low (<50k)
Volkswagen,Polo Beats,1.0L I3 Turbo,999.0,95.0,187.0,9.5,22000.0,Petrol,5,175.0,2,Low (<50k)
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395.0,215.0,210.0,7.4,32000.0,Hybrid,5,330.0,2,Low (<50k)
Volkswagen,Golf TCR,2.0L I4 Turbo,1984.0,290.0,250.0,5.6,40000.0,Petrol,5,370.0,0,Low (<50k)
Volkswagen,ID. Buzz Cargo Pro,Electric,77.0,204.0,145.0,10.2,55000.0,Electric,2,310.0,2,Medium (50k-100k)
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984.0,280.0,250.0,5.6,50000.0,Petrol,5,350.0,0,Low (<50k)
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984.0,228.0,250.0,6.5,31000.0,Petrol,5,350.0,0,Low (<50k)
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984.0,174.0,205.0,7.0,25000.0,Petrol,4,250.0,2,Low (<50k)
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984.0,207.0,237.0,6.7,30000.0,Petrol,5,320.0,0,Low (<50k)
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395.0,245.0,200.0,7.5,42000.0,Hybrid,5,400.0,2,Low (<50k)
Volkswagen,Up! e-up!,Electric,32.3,83.0,130.0,11.9,23000.0,Electric,4,210.0,2,Low (<50k)
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984.0,265.0,250.0,5.9,45000.0,Petrol,4,380.0,0,Low (<50k)
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968.0,190.0,220.0,8.0,40000.0,Diesel,5,400.0,2,Low (<50k)
Volkswagen,ID. Buzz Cargo EV,Electric,77.0,204.0,145.0,10.2,55000.0,Electric,2,310.0,2,Medium (50k-100k)
Nissan,Versa,1.6L Inline-4,1598.0,122.0,180.0,10.4,16700.0,Petrol,5,154.0,2,Low (<50k)
Nissan,Micra,1.0L Turbocharged Inline-3,999.0,100.0,175.0,10.8,15500.0,Petrol,5,160.0,2,Low (<50k)
Nissan,Patrol Platinum,5.6L V8,5552.0,400.0,210.0,7.3,77000.0,Petrol,7,560.0,0,Medium (50k-100k)
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332.0,156.0,195.0,8.9,26000.0,Petrol,5,260.0,2,Low (<50k)
Nissan,Murano,3.5L V6,3498.0,260.0,210.0,7.5,39000.0,Petrol,5,325.0,0,Low (<50k)
Nissan,Maxima Platinum,3.5L V6,3498.0,300.0,220.0,6.2,45000.0,Petrol,5,353.0,0,Low (<50k)
Nissan,Armada,5.6L V8,5552.0,400.0,210.0,6.5,51000.0,Petrol,8,560.0,0,Medium (50k-100k)
Nissan,Kicks,1.6L Inline-4,1598.0,122.0,180.0,10.7,20000.0,Petrol,5,154.0,2,Low (<50k)
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498.0,201.0,200.0,8.0,29000.0,Hybrid,5,305.0,2,Low (<50k)
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997.0,400.0,250.0,4.5,40000.0,Petrol,2,475.0,0,Low (<50k)
Nissan,Almera,1.0L Turbocharged Inline-3,999.0,100.0,185.0,10.7,14500.0,Petrol,5,160.0,2,Low (<50k)
Nissan,Sylphy,1.8L Inline-4,1798.0,137.0,190.0,9.6,18000.0,Petrol,5,174.0,2,Low (<50k)
Nissan,Note,1.2L Inline-3 Hybrid,1198.0,109.0,170.0,11.5,16000.0,Hybrid,5,150.0,2,Low (<50k)
