Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Cluster,Price Range
GMC,Sierra 1500 Pro,4.3L V6 engine,4300.0,285.0,180.0,7.5,37700.0,Petrol,3,413.0,0,Low (<50k)
GMC,Sierra 2500HD Pro,6.6L V8 engine,6600.0,401.0,170.0,7.7,60000.0,Petrol,3,629.0,0,Medium (50k-100k)
GMC,Sierra 3500HD Pro,6.6L V8 engine,6600.0,401.0,170.0,7.8,62000.0,Petrol,3,629.0,0,Medium (50k-100k)
GMC,Terrain SLT,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.4,31000.0,Petrol,5,275.0,2,Low (<50k)
GMC,Acadia SLE,3.6L V6 engine,3564.0,310.0,210.0,6.6,40000.0,Petrol,7,366.0,0,Low (<50k)
GMC,Canyon SLT,2.5L I4 engine,2488.0,200.0,175.0,8.6,38000.0,Petrol,5,259.0,2,Low (<50k)
GMC,Yukon XL Elevation,5.3L V8 engine,5327.0,355.0,210.0,7.4,75000.0,Petrol,8,519.0,0,Medium (50k-100k)
GMC,Sierra 1500 AT4X,6.2L V8 engine,6162.0,420.0,200.0,5.9,82000.0,Petrol,5,624.0,0,Medium (50k-100k)
GMC,Canyon AT4X Edition 1,3.6L V6 engine,3564.0,308.0,180.0,6.8,55000.0,Petrol,5,373.0,0,Medium (50k-100k)
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,6162.0,420.0,210.0,6.0,90000.0,Petrol,8,624.0,0,Medium (50k-100k)
GMC,Sierra HD Denali Reserve,6.6L V8 engine,6600.0,401.0,170.0,7.5,85000.0,Petrol,5,629.0,0,Medium (50k-100k)
GMC,Acadia Denali Ultimate,3.6L V6 engine,3564.0,310.0,210.0,6.5,60000.0,Petrol,7,366.0,0,Medium (50k-100k)
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200.0,9.3,35000.0,Petrol,5,275.0,2,Low (<50k)
GMC,Yukon Trailering Edition,5.3L V8 engine,5327.0,355.0,210.0,7.5,78000.0,Petrol,8,519.0,0,Medium (50k-100k)
Kia,Rio,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,17000.0,Petrol,5,151.0,2,Low (<50k)
Kia,Rio 5-Door,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,18000.0,Petrol,5,151.0,2,Low (<50k)
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,28000.0,Petrol,5,264.0,2,Low (<50k)
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,1599.0,360.0,250.0,5.2,55000.0,Hybrid,5,520.0,0,Medium (50k-100k)
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500.0,277.0,220.0,7.0,42000.0,Petrol,7,421.0,0,Low (<50k)
Kia,Telluride SX,3.8L V6,3778.0,291.0,240.0,7.0,50000.0,Petrol,7,355.0,0,Low (<50k)
Kia,Forte LXS,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,19000.0,Petrol,5,179.0,2,Low (<50k)
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.8,28500.0,Petrol,5,264.0,2,Low (<50k)
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,33000.0,Hybrid,5,265.0,2,Low (<50k)
Kia,EV6 Wind,Electric Motor,77.4,225.0,190.0,5.2,50000.0,Electric,5,350.0,2,Low (<50k)
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,28000.0,Petrol,5,264.0,2,Low (<50k)
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,28500.0,Petrol,5,264.0,2,Low (<50k)
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,55000.0,Petrol,5,422.0,0,Medium (50k-100k)
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,47000.0,Hybrid,7,352.0,2,Low (<50k)
Kia,Carnival EX,3.5L V6,3500.0,290.0,220.0,8.0,42500.0,Petrol,8,355.0,0,Low (<50k)
Kia,Telluride Nightfall Edition,3.8L V6,3778.0,291.0,240.0,7.0,51000.0,Petrol,7,355.0,0,Medium (50k-100k)
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.5,44000.0,Hybrid,5,360.0,2,Low (<50k)
Kia,EV6 First Edition,Electric Motor,77.4,320.0,230.0,5.0,58000.0,Electric,5,450.0,0,Medium (50k-100k)
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,33000.0,Hybrid,5,265.0,2,Low (<50k)
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,25000.0,Petrol,5,264.0,2,Low (<50k)
Kia,Seltos EX,2.0L 4-Cylinder,1999.0,146.0,190.0,9.0,23500.0,Petrol,5,179.0,2,Low (<50k)
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,1598.0,225.0,210.0,7.0,42000.0,Hybrid,5,360.0,2,Low (<50k)
Kia,Sorento LX,2.5L 4-Cylinder,2500.0,191.0,210.0,8.5,35500.0,Petrol,7,246.0,2,Low (<50k)
Kia,Telluride EX,3.8L V6,3778.0,291.0,240.0,7.0,44000.0,Petrol,7,355.0,0,Low (<50k)
Kia,Soul EX,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,22000.0,Petrol,5,179.0,2,Low (<50k)
Kia,Forte FE,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,18500.0,Petrol,5,179.0,2,Low (<50k)
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220.0,7.8,29000.0,Petrol,5,264.0,2,Low (<50k)
Kia,Carnival LXS,3.5L V6,3500.0,290.0,220.0,8.0,39500.0,Petrol,8,355.0,0,Low (<50k)
Kia,EV6 Light,Electric Motor,77.4,225.0,190.0,5.2,46000.0,Electric,5,350.0,2,Low (<50k)
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,30000.0,Hybrid,5,265.0,2,Low (<50k)
Kia,Stinger GT,3.3L Turbocharged V6,3300.0,365.0,270.0,4.7,51500.0,Petrol,5,510.0,0,Medium (50k-100k)
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,48000.0,Hybrid,7,352.0,2,Low (<50k)
Kia,Telluride SX Prestige,3.8L V6,3778.0,291.0,240.0,7.0,52000.0,Petrol,7,355.0,0,Medium (50k-100k)
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,1598.0,300.0,235.0,6.0,47000.0,Hybrid,5,520.0,0,Low (<50k)
Kia,EV6 GT Performance,Electric Motor,77.4,577.0,260.0,3.5,65000.0,Electric,5,740.0,1,Medium (50k-100k)
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180.0,10.5,34500.0,Hybrid,5,265.0,2,Low (<50k)
Kia,Carnival SX Prestige,3.5L V6,3500.0,290.0,220.0,8.0,47000.0,Petrol,8,355.0,0,Low (<50k)
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,32000.0,Petrol,5,264.0,2,Low (<50k)
Kia,Forte EX Premium,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,22500.0,Petrol,5,179.0,2,Low (<50k)
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,23500.0,Petrol,5,179.0,2,Low (<50k)
Kia,Rio S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,17500.0,Petrol,5,151.0,2,Low (<50k)
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591.0,120.0,180.0,10.3,18000.0,Petrol,5,151.0,2,Low (<50k)
Kia,Soul S,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,20500.0,Petrol,5,179.0,2,Low (<50k)
Kia,Seltos LX,2.0L 4-Cylinder,1999.0,146.0,190.0,9.2,23000.0,Petrol,5,179.0,2,Low (<50k)
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,1599.0,300.0,235.0,6.0,45000.0,Hybrid,5,520.0,0,Low (<50k)
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.9,47000.0,Hybrid,7,352.0,2,Low (<50k)
Kia,Telluride LX,3.8L V6,3778.0,291.0,240.0,7.0,41500.0,Petrol,7,355.0,0,Low (<50k)
Kia,Carnival MPV EX,3.5L V6,3500.0,290.0,220.0,8.0,43500.0,Petrol,8,355.0,0,Low (<50k)
Kia,EV6 AWD GT-Line,Electric Motor,77.4,320.0,230.0,5.0,60000.0,Electric,5,450.0,0,Medium (50k-100k)
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200.0,6.5,25500.0,Petrol,5,264.0,2,Low (<50k)
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.5,23000.0,Petrol,5,179.0,2,Low (<50k)
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210.0,7.5,30000.0,Petrol,5,264.0,2,Low (<50k)
Peugeot,e-2008 GT,Electric Motor,50.0,136.0,200.0,8.5,40000.0,Electric,5,260.0,2,Low (<50k)
Kia,Telluride Limited Edition,3.8L V6,3778.0,291.0,240.0,7.0,53000.0,Petrol,7,355.0,0,Medium (50k-100k)
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270.0,5.0,50000.0,Petrol,5,422.0,0,Low (<50k)
Kia,Carnival Special Edition,3.5L V6,3500.0,290.0,220.0,8.0,45500.0,Petrol,8,355.0,0,Low (<50k)
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,139.0,180.0,10.5,36000.0,Hybrid,5,265.0,2,Low (<50k)
Kia,EV6 First Edition AWD,Electric Motor,77.4,320.0,230.0,5.0,62000.0,Electric,5,450.0,0,Medium (50k-100k)
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200.0,7.8,49000.0,Hybrid,7,352.0,2,Low (<50k)
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999.0,147.0,190.0,9.2,22500.0,Petrol,5,179.0,2,Low (<50k)
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90.0,400.0,200.0,4.8,70000.0,Electric,5,696.0,0,Medium (50k-100k)
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,Electric,5,696.0,0,Medium (50k-100k)
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90.0,400.0,200.0,4.5,90000.0,Electric,5,696.0,0,Medium (50k-100k)
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,Electric,5,696.0,0,Medium (50k-100k)
Jaguar Land Rover,Jaguar I-PACE First Edition,Electric (Dual Motor),90.0,400.0,200.0,4.5,85000.0,Electric,5,696.0,0,Medium (50k-100k)
Acura,TLX 2.4L,Inline-4,2400.0,206.0,210.0,6.0,35000.0,Petrol,5,247.0,2,Low (<50k)
Acura,MDX Hybrid,V6 Hybrid,3500.0,321.0,190.0,6.0,55000.0,Hybrid,7,335.0,0,Medium (50k-100k)
Acura,RDX Hybrid,Inline-4 Hybrid,1500.0,247.0,210.0,6.6,50000.0,Hybrid,5,400.0,0,Low (<50k)
Acura,ILX Technology Package,Inline-4,2400.0,201.0,200.0,6.6,30000.0,Petrol,5,180.0,2,Low (<50k)
Acura,NSX GT3 (Track Version),Twin-Turbo V6 Hybrid,3493.0,500.0,300.0,3.0,150000.0,Hybrid,2,600.0,1,High (100k-200k)
Acura,RDX Turbo AWD,Inline-4 Turbocharged,1500.0,272.0,210.0,6.6,45000.0,Petrol,5,400.0,0,Low (<50k)
Acura,TLX 3.5L V6,V6,3500.0,290.0,250.0,5.7,50000.0,Petrol,5,362.0,0,Low (<50k)
Acura,ILX Special Edition,Inline-4,2400.0,201.0,200.0,6.6,30000.0,Petrol,5,180.0,2,Low (<50k)
Acura,MDX SH-AWD w/Technology Package,V6,3500.0,290.0,190.0,6.0,55000.0,Petrol,7,362.0,0,Medium (50k-100k)
Acura,NSX 3.5L Hybrid Coupe,Twin-Turbo V6 Hybrid,3493.0,537.0,307.0,2.9,157000.0,Hybrid,2,666.0,1,High (100k-200k)
Acura,MDX Elite,V6,3500.0,290.0,190.0,6.0,58000.0,Petrol,7,362.0,0,Medium (50k-100k)
Acura,TLX V6 Advance,V6,3500.0,290.0,250.0,5.7,46000.0,Petrol,5,362.0,0,Low (<50k)
Acura,NSX Carbon Edition,Twin-Turbo V6 Hybrid,3493.0,537.0,307.0,2.9,157000.0,Hybrid,2,666.0,1,High (100k-200k)
Acura,RDX Turbo SH-AWD,Turbocharged I4,1500.0,272.0,210.0,6.6,42000.0,Petrol,5,400.0,0,Low (<50k)
Acura,ILX Technology Plus,Inline-4,2400.0,201.0,200.0,6.6,28000.0,Petrol,5,180.0,2,Low (<50k)
Acura,TLX Type S PMC Edition,Turbocharged V6,3000.0,355.0,250.0,5.1,54000.0,Petrol,5,480.0,0,Medium (50k-100k)
Acura,MDX Sport Hybrid,V6 Hybrid,3500.0,321.0,190.0,6.0,52000.0,Hybrid,7,335.0,0,Medium (50k-100k)
Peugeot,208,Inline-4,1199.0,82.0,180.0,10.5,22000.0,Petrol,5,160.0,2,Low (<50k)
Peugeot,2008,Inline-4,1199.0,100.0,190.0,9.0,25000.0,Petrol,5,205.0,2,Low (<50k)
Peugeot,301,Inline-4,1598.0,115.0,185.0,10.0,23500.0,Petrol,5,150.0,2,Low (<50k)
Peugeot,308,Inline-4,1598.0,130.0,200.0,8.0,28000.0,Petrol,5,230.0,2,Low (<50k)
Peugeot,3008,Inline-4,1598.0,180.0,210.0,7.5,32000.0,Petrol,5,400.0,2,Low (<50k)
Peugeot,5008,Inline-4,1998.0,165.0,200.0,9.5,35000.0,Diesel,7,400.0,2,Low (<50k)
Peugeot,508,Inline-4,1998.0,180.0,235.0,8.0,35500.0,Petrol,5,300.0,2,Low (<50k)
Peugeot,Partner,Diesel I4,1560.0,75.0,160.0,12.0,22500.0,Diesel,5,200.0,2,Low (<50k)
Peugeot,Expert,Diesel I4,1997.0,120.0,180.0,10.0,30000.0,Diesel,3,300.0,2,Low (<50k)
Peugeot,Boxer,Diesel I4,2200.0,140.0,160.0,11.0,32000.0,Diesel,3,340.0,2,Low (<50k)
Peugeot,e-208,Electric Motor,50.0,136.0,150.0,8.1,35000.0,Electric,5,260.0,2,Low (<50k)
Peugeot,e-2008,Electric Motor,50.0,136.0,150.0,8.5,38000.0,Electric,5,260.0,2,Low (<50k)
Peugeot,208 GTI,Inline-4,1598.0,208.0,230.0,6.5,28000.0,Petrol,5,300.0,2,Low (<50k)
Peugeot,308 GTI,Inline-4,1598.0,270.0,250.0,6.0,35000.0,Petrol,5,330.0,0,Low (<50k)
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,1598.0,360.0,250.0,5.2,55000.0,Hybrid,5,520.0,0,Medium (50k-100k)
Peugeot,308 Allure,Inline-4,1199.0,130.0,205.0,9.3,25000.0,Petrol,5,230.0,2,Low (<50k)
Peugeot,2008 Allure,Inline-4,1199.0,130.0,200.0,9.7,27000.0,Petrol,5,230.0,2,Low (<50k)
Peugeot,3008 Allure,Inline-4,1499.0,180.0,210.0,8.0,30000.0,Petrol,5,250.0,2,Low (<50k)
Peugeot,5008 Allure,Inline-4,1499.0,180.0,200.0,8.5,33000.0,Petrol,7,250.0,2,Low (<50k)
Peugeot,508 Allure,Inline-4,1499.0,180.0,225.0,8.0,35000.0,Petrol,5,250.0,2,Low (<50k)
Peugeot,3008 GT,Inline-4,1598.0,200.0,220.0,7.5,35000.0,Petrol,5,280.0,2,Low (<50k)
Peugeot,508 GT,Inline-4,1598.0,225.0,235.0,6.8,40000.0,Petrol,5,300.0,2,Low (<50k)
Peugeot,3008 GT Hybrid,Hybrid I4,1598.0,300.0,235.0,6.0,45000.0,Hybrid,5,400.0,0,Low (<50k)
Peugeot,5008 GT Hybrid,Hybrid I4,1598.0,300.0,210.0,6.5,48000.0,Hybrid,7,400.0,0,Low (<50k)
Peugeot,208 Allure Premium,Inline-4,1199.0,130.0,200.0,9.5,28000.0,Petrol,5,230.0,2,Low (<50k)
Peugeot,Partner Tepee,Inline-4,1560.0,100.0,170.0,12.0,25000.0,Diesel,5,260.0,2,Low (<50k)
Peugeot,Expert L2H1,Inline-4,1997.0,120.0,160.0,13.0,30000.0,Diesel,3,320.0,2,Low (<50k)
Peugeot,Boxer L2H2,Inline-4,2200.0,130.0,140.0,14.0,35000.0,Diesel,3,350.0,2,Low (<50k)
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,1598.0,225.0,250.0,5.5,45000.0,Hybrid,5,360.0,0,Low (<50k)
Peugeot,308 PSE,Hybrid I4,1598.0,360.0,250.0,5.0,55000.0,Hybrid,5,520.0,0,Medium (50k-100k)
Peugeot,508 PSE,Hybrid I4,1598.0,360.0,250.0,5.2,60000.0,Hybrid,5,520.0,0,Medium (50k-100k)
Peugeot,3008 PSE,Hybrid I4,1598.0,300.0,235.0,6.0,50000.0,Hybrid,5,400.0,0,Low (<50k)
Peugeot,2008 Active,Inline-4,1199.0,100.0,190.0,11.2,22000.0,Petrol,5,205.0,2,Low (<50k)
Peugeot,3008 Active,Inline-4,1499.0,130.0,200.0,10.0,30000.0,Petrol,5,240.0,2,Low (<50k)
Peugeot,5008 Active,Inline-4,1499.0,130.0,190.0,10.5,33000.0,Petrol,7,240.0,2,Low (<50k)
Peugeot,3008 Allure Premium,Inline-4,1499.0,130.0,200.0,9.8,32000.0,Petrol,5,240.0,2,Low (<50k)
Peugeot,5008 Allure Premium,Inline-4,1499.0,130.0,190.0,10.2,35000.0,Petrol,7,240.0,2,Low (<50k)
Peugeot,3008 GT Line,Inline-4,1598.0,180.0,210.0,8.5,35000.0,Petrol,5,250.0,2,Low (<50k)
Peugeot,5008 GT Line,Inline-4,1598.0,180.0,200.0,9.0,38000.0,Petrol,7,250.0,2,Low (<50k)
Peugeot,2008 GT,Inline-4,1199.0,130.0,200.0,9.3,25000.0,Petrol,5,230.0,2,Low (<50k)
Peugeot,5008 GT,Inline-4,1598.0,180.0,210.0,8.2,40000.0,Petrol,7,250.0,2,Low (<50k)
Peugeot,508 SW (Station Wagon),Inline-4,1598.0,180.0,220.0,8.4,35000.0,Petrol,5,300.0,2,Low (<50k)
Peugeot,508 Saloon,Inline-4,1598.0,180.0,210.0,8.6,37000.0,Petrol,5,300.0,2,Low (<50k)
Peugeot,308 Saloon,Inline-4,1199.0,130.0,200.0,9.0,28000.0,Petrol,5,230.0,2,Low (<50k)
Peugeot,301 Sedan,Inline-4,1199.0,82.0,180.0,12.0,20000.0,Petrol,5,115.0,2,Low (<50k)
Peugeot,208 Sedan,Inline-4,1199.0,100.0,190.0,11.2,22000.0,Petrol,5,205.0,2,Low (<50k)
Ford,Mustang,5.0L V8,5000.0,450.0,250.0,4.3,55000.0,Petrol,4,530.0,0,Medium (50k-100k)
Ford,Focus ST,2.3L Turbo Inline-4,2300.0,280.0,250.0,5.7,30000.0,Petrol,5,420.0,0,Low (<50k)
Ford,Fiesta ST,1.5L Turbo Inline-3,1500.0,200.0,230.0,6.5,23000.0,Petrol,5,290.0,2,Low (<50k)
Ford,Bronco Raptor,3.0L Twin-Turbo V6,3000.0,400.0,220.0,5.5,70000.0,Petrol,4,583.0,0,Medium (50k-100k)
Ford,Ranger Raptor,2.7L Twin-Turbo V6,2700.0,392.0,200.0,6.0,45000.0,Petrol,5,583.0,0,Low (<50k)
Ford,F-150 Raptor,3.5L Twin-Turbo V6,3500.0,450.0,200.0,5.0,70000.0,Petrol,5,691.0,0,Medium (50k-100k)
Ford,Puma,Turbocharged Inline-3,1000.0,123.0,191.0,9.6,28000.0,Petrol,5,200.0,2,Low (<50k)
Ford,Territory,Turbocharged Inline-4,1500.0,140.0,180.0,11.0,32000.0,Petrol,5,225.0,2,Low (<50k)
Ford,Everest,Turbocharged Inline-4,2000.0,210.0,190.0,10.5,52000.0,Diesel,7,500.0,2,Medium (50k-100k)
Ford,Flex,Naturally Aspirated V6,3500.0,287.0,200.0,7.9,31000.0,Petrol,7,345.0,0,Low (<50k)
Ford,Transit,EcoBlue Turbo Diesel,2000.0,170.0,160.0,12.0,43455.0,Diesel,215,405.0,2,Low (<50k)
Ford,Transit Connect,Inline-4 Gasoline Engine,2000.0,162.0,175.0,10.5,29365.0,Petrol,27,200.0,2,Low (<50k)
Ford,Mustang Shelby GT500,Supercharged V8,5200.0,760.0,290.0,3.5,79420.0,Petrol,2,847.0,1,Medium (50k-100k)
Ford,Mustang Shelby GT350,Naturally Aspirated V8,5200.0,526.0,280.0,4.0,59140.0,Petrol,2,582.0,0,Medium (50k-100k)
Ford,F-150 Platinum,Turbocharged V6,3500.0,400.0,180.0,6.5,64695.0,Petrol,5,678.0,0,Medium (50k-100k)
Ford,F-150 Limited,Turbocharged V6,3500.0,450.0,190.0,6.1,84910.0,Petrol,5,678.0,0,Medium (50k-100k)
Ford,Explorer Platinum,Turbocharged V6,3000.0,400.0,230.0,6.0,56505.0,Petrol,7,563.0,0,Medium (50k-100k)
Ford,Expedition King Ranch,Turbocharged V6,3500.0,440.0,210.0,6.8,79560.0,Petrol,78,691.0,0,Medium (50k-100k)
Ford,Transit Custom,EcoBlue Turbo Diesel,2000.0,130.0,160.0,12.5,35000.0,Diesel,29,385.0,2,Low (<50k)
Ford,E-Series Cutaway,V8 Gasoline Engine,7300.0,350.0,140.0,13.0,36000.0,Petrol,2,569.0,0,Low (<50k)
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,2000.0,170.0,160.0,11.5,37000.0,Diesel,2,405.0,2,Low (<50k)
Ford,Transit Electric (E-Transit),Electric Motor,89.0,266.0,140.0,9.0,52000.0,Electric,212,430.0,2,Medium (50k-100k)
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,3000.0,457.0,225.0,6.0,53000.0,Hybrid,7,825.0,0,Medium (50k-100k)
Ford,Maverick Hybrid,I4 Hybrid,2500.0,191.0,180.0,7.8,25000.0,Hybrid,5,210.0,2,Low (<50k)
Ford,Mustang (2024),V8 Gasoline Engine,5000.0,450.0,250.0,4.5,60000.0,Petrol,4,570.0,0,Medium (50k-100k)
Ford,Ranger (2024),I4 Turbo Diesel,2000.0,210.0,180.0,8.0,40000.0,Diesel,5,500.0,2,Low (<50k)
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,2500.0,221.0,190.0,7.5,38000.0,Hybrid,5,210.0,2,Low (<50k)
Ford,Bronco (2024),V6 EcoBoost,2700.0,310.0,200.0,6.7,45000.0,Petrol,5,542.0,0,Low (<50k)
Ford,Explorer (2024),V6 Turbocharged,3000.0,400.0,230.0,5.9,55000.0,Petrol,7,563.0,0,Medium (50k-100k)
